/// Options
EditorVersion:1.0|Description:Classic city, originally created by Feng and recreated by Sadico, Alex4win, and Riblei.
/// Objects
Scene,None,2,0,1,1,1,0,Daylight,0,0,0,50.3,121.9,1.399998,1,1,1,Physical,Entities,Default,Default|255/255/255/255,Daylight|;
Scene,Geometry/Cuboid,3,0,1,1,1,0,Ground,22.11218,-32.19391,13.03547,0,0,0,1444.568,8.449808,1494.182,Physical,Entities,Default,Basic|255/255/255/255|Legacy/StatueMat|700/700|0/0,;
Scene,Buildings/Arch1,4,0,1,1,1,0,Arch1,-282.996,38.71395,-280.733,0,312.3542,0,1,0.531,1,Physical,Entities,Default,Default|255/255/255/255,;
Scene,Buildings/Arch1,5,0,1,1,1,0,Arch1,275.367,40.40298,-274.627,0,223.4326,0,1,0.531,1,Physical,Entities,Default,Default|255/255/255/255,;
Scene,Buildings/Arch1,6,0,1,1,1,0,Arch1,-0.675,60.12596,-310.627,0,270,0,1,0.531,1.042,Physical,Entities,Default,Default|255/255/255/255,;
Scene,Buildings/Arch1,7,0,1,1,1,0,Arch1,-200.36,45.67598,-5.471,0,180,0,1,0.531,1.073,Physical,Entities,Default,Default|255/255/255/255,;
Scene,Buildings/Arch1,8,0,1,1,1,0,Arch1,199.663,44.83596,-5.471,0,180,0,1,0.531,1.073,Physical,Entities,Default,Default|255/255/255/255,;
Scene,Buildings/House1,9,0,1,1,1,0,House1,-181.037,17.803,563.458,0,186.1881,0,0.807,0.488,0.807,Physical,Entities,Default,Default|255/255/255/255,;
Scene,Buildings/House1,10,0,1,1,1,0,House1,-302.702,17.803,342.92,0,160.5481,0,0.807,0.488,0.807,Physical,Entities,Default,Default|255/255/255/255,;
Scene,Buildings/House1,11,0,1,1,1,0,House1,-336.668,17.803,490.549,0,180,0,0.807,0.488,0.807,Physical,Entities,Default,Default|255/255/255/255,;
Scene,Buildings/House1,12,0,1,1,1,0,House1,-379.295,17.803,430.925,0,182.5206,0,0.807,0.488,0.807,Physical,Entities,Default,Default|255/255/255/255,;
Scene,Buildings/House1,13,0,1,1,1,0,House1,-478.26,17.803,267.669,0,200.9788,0,0.807,0.488,0.807,Physical,Entities,Default,Default|255/255/255/255,;
Scene,Buildings/House1,14,0,1,1,1,0,House1,-489.771,17.803,-108.561,0,180,0,0.807,0.488,0.807,Physical,Entities,Default,Default|255/255/255/255,;
Scene,Buildings/House1,15,0,1,1,1,0,House1,-521.636,17.803,322.036,0,180,0,0.807,0.488,0.807,Physical,Entities,Default,Default|255/255/255/255,;
Scene,Buildings/House1,16,0,1,1,1,0,House1,-95.271,17.803,438.119,0,180,0,0.807,0.488,0.807,Physical,Entities,Default,Default|255/255/255/255,;
Scene,Buildings/House1,17,0,1,1,1,0,House1,176.192,17.803,407.66,0,180,0,0.807,0.488,0.807,Physical,Entities,Default,Default|255/255/255/255,;
Scene,Buildings/House1,18,0,1,1,1,0,House1,197.461,17.803,577.205,0,180,0,0.807,0.488,0.807,Physical,Entities,Default,Default|255/255/255/255,;
Scene,Buildings/House1,19,0,1,1,1,0,House1,232.676,17.803,560.341,0,180,0,0.807,0.488,0.807,Physical,Entities,Default,Default|255/255/255/255,;
Scene,Buildings/House1,20,0,1,1,1,0,House1,246.468,17.803,486.479,0,171.5103,0,0.807,0.488,0.807,Physical,Entities,Default,Default|255/255/255/255,;
Scene,Buildings/House1,21,0,1,1,1,0,House1,342.112,17.803,-521.697,0,180,0,0.807,0.488,0.807,Physical,Entities,Default,Default|255/255/255/255,;
Scene,Buildings/House1,22,0,1,1,1,0,House1,444.503,17.803,280.311,0,171.8533,0,0.807,0.488,0.807,Physical,Entities,Default,Default|255/255/255/255,;
